Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Frequency of Purchases,Purchase_Bin
34,54,1,Clothing,38,Colorado,L,Summer,3.3,1,Venmo,Store Pickup,1,45,Quarterly,Low
35,36,1,Clothing,91,North Dakota,L,Spring,4.6,1,Debit Card,2-Day Shipping,1,38,Quarterly,High
36,54,1,Clothing,33,Massachusetts,M,Summer,4.0,1,Bank Transfer,2-Day Shipping,1,48,Bi-Weekly,Low
37,35,1,Clothing,69,Illinois,M,Winter,4.6,1,Cash,Free Shipping,1,44,Fortnightly,Medium
38,35,1,Clothing,45,Indiana,S,Summer,2.8,1,Debit Card,Store Pickup,1,10,Weekly,Low
39,29,1,Clothing,37,Florida,M,Winter,3.7,1,Debit Card,2-Day Shipping,1,44,Every 3 Months,Low
40,70,1,Clothing,60,Arizona,S,Summer,4.2,1,Bank Transfer,Express,1,18,Monthly,Medium
41,69,1,Accessories,76,Louisiana,L,Winter,4.6,1,PayPal,Next Day Air,1,31,Quarterly,High
42,67,1,Accessories,39,Alaska,M,Spring,4.5,1,Cash,Standard,1,40,Annually,Low
43,20,1,Outerwear,100,Tennessee,M,Spring,4.1,1,Bank Transfer,Free Shipping,1,15,Annually,High
44,25,1,Accessories,69,Ohio,L,Fall,3.7,1,PayPal,Store Pickup,1,19,Fortnightly,Medium
45,39,1,Accessories,53,Kentucky,S,Summer,4.6,1,Bank Transfer,Free Shipping,1,45,Weekly,Medium
46,50,1,Clothing,21,Tennessee,XL,Fall,2.9,1,Venmo,2-Day Shipping,1,25,Annually,Low
47,57,1,Clothing,43,California,L,Summer,2.9,1,Venmo,Store Pickup,1,45,Quarterly,Low
48,55,1,Accessories,54,Montana,M,Winter,4.5,1,Debit Card,Free Shipping,1,36,Weekly,Medium
49,42,1,Clothing,55,Nevada,M,Summer,2.7,1,Debit Card,Store Pickup,1,38,Monthly,Medium
50,68,1,Clothing,30,New Jersey,S,Spring,4.6,1,Bank Transfer,Next Day Air,1,34,Bi-Weekly,Low
51,49,1,Clothing,28,Maryland,M,Spring,3.7,1,Cash,Store Pickup,1,39,Bi-Weekly,Low
52,59,1,Clothing,59,Vermont,XL,Winter,4.7,1,PayPal,2-Day Shipping,1,7,Quarterly,Medium
53,42,1,Clothing,20,Alaska,M,Summer,2.6,1,Credit Card,Free Shipping,1,26,Weekly,Low
54,29,1,Clothing,24,Mississippi,S,Winter,3.9,1,Debit Card,Next Day Air,1,35,Weekly,Low
55,47,1,Outerwear,94,New Mexico,M,Summer,4.2,1,Bank Transfer,Next Day Air,1,35,Bi-Weekly,High
56,40,1,Outerwear,28,South Carolina,M,Winter,3.0,1,Venmo,2-Day Shipping,1,49,Annually,Low
57,41,1,Accessories,73,Mississippi,XL,Summer,4.7,1,PayPal,Store Pickup,1,46,Weekly,Medium
58,21,1,Outerwear,64,West Virginia,M,Summer,4.4,1,PayPal,Store Pickup,1,17,Fortnightly,Medium
59,69,1,Clothing,54,Missouri,M,Summer,4.2,1,Credit Card,Free Shipping,1,29,Monthly,Medium
60,63,1,Accessories,79,Louisiana,L,Spring,4.6,1,Debit Card,Standard,1,4,Weekly,High
61,50,1,Clothing,37,Idaho,L,Summer,4.0,1,Credit Card,Express,1,17,Weekly,Low
62,55,1,Accessories,68,Texas,M,Winter,4.7,1,Bank Transfer,Store Pickup,1,21,Every 3 Months,Medium
63,30,1,Footwear,21,Mississippi,S,Spring,3.8,1,Credit Card,Free Shipping,1,31,Fortnightly,Low
64,33,1,Accessories,79,Arizona,L,Winter,2.7,1,Credit Card,2-Day Shipping,1,43,Weekly,High
65,65,1,Footwear,83,Alabama,S,Fall,4.8,1,PayPal,Standard,1,18,Fortnightly,High
66,65,1,Accessories,36,New Jersey,M,Spring,4.8,1,Credit Card,2-Day Shipping,1,44,Every 3 Months,Low
67,31,1,Clothing,94,Pennsylvania,S,Winter,4.7,1,Bank Transfer,2-Day Shipping,1,3,Every 3 Months,High
68,45,1,Outerwear,33,Connecticut,L,Winter,4.4,1,PayPal,Store Pickup,1,49,Monthly,Low
69,57,1,Accessories,46,Utah,L,Summer,3.9,1,Credit Card,Next Day Air,1,21,Every 3 Months,Low
70,48,1,Accessories,70,Tennessee,S,Summer,4.4,1,Credit Card,Express,1,5,Weekly,Medium
71,22,1,Accessories,29,Alabama,M,Fall,4.2,1,Credit Card,Express,1,32,Every 3 Months,Low
72,36,1,Clothing,48,Virginia,L,Summer,2.9,1,Debit Card,Express,1,34,Annually,Medium
73,18,1,Clothing,26,Georgia,M,Winter,2.9,1,Debit Card,Store Pickup,1,21,Every 3 Months,Low
74,48,1,Clothing,85,Hawaii,M,Spring,2.7,1,Debit Card,Free Shipping,1,43,Bi-Weekly,High
75,49,1,Accessories,58,Indiana,L,Spring,4.5,1,PayPal,Express,1,3,Monthly,Medium
76,64,1,Accessories,85,Utah,M,Summer,2.7,1,Debit Card,Free Shipping,1,21,Annually,High
77,50,1,Accessories,43,Delaware,S,Summer,4.2,1,Bank Transfer,Free Shipping,1,32,Monthly,Low
78,22,1,Clothing,53,Delaware,L,Summer,3.3,1,Debit Card,Next Day Air,1,36,Fortnightly,Medium
79,50,1,Clothing,91,Nebraska,M,Spring,4.7,1,Venmo,Free Shipping,1,50,Fortnightly,High
80,38,1,Outerwear,96,Iowa,M,Winter,2.6,1,Bank Transfer,2-Day Shipping,1,43,Every 3 Months,High
81,19,1,Footwear,72,New York,XL,Summer,3.3,1,Credit Card,Store Pickup,1,24,Every 3 Months,Medium
82,67,1,Footwear,96,Virginia,L,Summer,2.6,1,PayPal,Express,1,36,Every 3 Months,High
83,19,1,Clothing,28,Georgia,S,Spring,4.0,1,Bank Transfer,2-Day Shipping,1,21,Every 3 Months,Low
84,36,1,Clothing,40,Texas,M,Summer,4.1,1,Debit Card,Standard,1,34,Weekly,Low
85,52,1,Outerwear,32,Arizona,S,Spring,4.4,1,Cash,Standard,1,42,Every 3 Months,Low
86,53,1,Accessories,95,New Mexico,M,Winter,4.5,1,Credit Card,Next Day Air,1,2,Bi-Weekly,High
87,24,1,Clothing,41,Nevada,L,Spring,3.7,1,Venmo,2-Day Shipping,1,47,Bi-Weekly,Low
88,52,1,Footwear,53,Ohio,M,Fall,3.7,1,Debit Card,2-Day Shipping,1,44,Fortnightly,Medium
89,33,1,Clothing,47,Wyoming,M,Fall,3.5,1,Credit Card,Free Shipping,1,35,Monthly,Medium
90,47,1,Outerwear,83,California,XL,Fall,3.6,1,Bank Transfer,Next Day Air,1,15,Quarterly,High
91,25,1,Accessories,48,South Carolina,L,Summer,2.9,1,Venmo,Express,1,29,Monthly,Medium
92,44,1,Accessories,99,South Carolina,S,Winter,4.6,1,PayPal,Standard,1,18,Every 3 Months,High
93,61,1,Outerwear,87,Texas,M,Winter,4.4,1,Cash,2-Day Shipping,1,13,Every 3 Months,High
94,37,1,Clothing,62,Florida,M,Fall,4.5,1,PayPal,Standard,1,46,Weekly,Medium
95,58,1,Clothing,76,Nevada,S,Spring,4.6,1,Bank Transfer,Free Shipping,1,28,Weekly,High
96,37,1,Footwear,100,Missouri,L,Fall,3.8,1,PayPal,Free Shipping,1,48,Monthly,High
97,32,1,Accessories,73,Delaware,S,Spring,3.6,1,Venmo,Express,1,43,Every 3 Months,Medium
98,21,1,Footwear,92,Virginia,M,Winter,4.8,1,PayPal,Store Pickup,1,37,Annually,High
99,20,1,Clothing,67,New York,XL,Spring,2.6,1,Cash,Next Day Air,1,20,Annually,Medium
100,26,1,Clothing,40,Missouri,XL,Summer,3.7,1,Cash,Express,1,33,Quarterly,Low
101,62,1,Accessories,98,South Dakota,M,Fall,2.7,1,PayPal,Express,1,31,Fortnightly,High
102,27,1,Outerwear,85,North Dakota,XL,Spring,4.6,1,Venmo,Express,1,50,Bi-Weekly,High
103,51,1,Clothing,67,Oklahoma,L,Winter,4.8,1,Credit Card,Next Day Air,1,35,Quarterly,Medium
104,54,1,Footwear,89,West Virginia,L,Winter,4.0,1,Debit Card,Next Day Air,1,22,Bi-Weekly,High
105,55,1,Accessories,24,New Hampshire,L,Spring,4.4,1,Bank Transfer,2-Day Shipping,1,1,Monthly,Low
106,69,1,Accessories,96,New York,M,Fall,3.6,1,Bank Transfer,Next Day Air,1,4,Annually,High
107,64,1,Outerwear,35,Minnesota,L,Summer,3.7,1,Cash,Standard,1,31,Monthly,Low
108,28,1,Footwear,67,Maryland,L,Winter,3.1,1,Cash,Next Day Air,1,46,Fortnightly,Medium
109,70,1,Clothing,79,Montana,L,Spring,3.4,1,Bank Transfer,Next Day Air,1,32,Bi-Weekly,High
110,58,1,Clothing,85,Alabama,M,Spring,2.6,1,Cash,Next Day Air,1,43,Fortnightly,High
111,56,1,Accessories,26,New York,M,Summer,4.0,1,Bank Transfer,Standard,1,26,Fortnightly,Low
112,26,1,Accessories,75,Massachusetts,L,Summer,5.0,1,PayPal,Free Shipping,1,9,Annually,High
113,37,1,Accessories,65,Florida,M,Spring,4.3,1,Credit Card,Free Shipping,1,28,Bi-Weekly,Medium
114,44,1,Accessories,54,New Jersey,L,Winter,3.1,1,Debit Card,Next Day Air,1,20,Quarterly,Medium
115,70,1,Outerwear,95,Massachusetts,S,Summer,3.7,1,Venmo,Store Pickup,1,9,Weekly,High
116,53,1,Clothing,94,Wyoming,M,Spring,3.8,1,Cash,Standard,1,48,Every 3 Months,High
117,55,1,Footwear,86,Virginia,S,Spring,3.4,1,PayPal,Free Shipping,1,12,Annually,High
118,50,1,Footwear,32,South Dakota,L,Summer,4.6,1,Bank Transfer,Express,1,29,Fortnightly,Low
119,50,1,Clothing,45,Kentucky,L,Fall,4.8,1,Bank Transfer,2-Day Shipping,1,27,Bi-Weekly,Low
120,38,1,Outerwear,76,Wyoming,M,Fall,4.3,1,Debit Card,Express,1,44,Annually,High
121,64,1,Accessories,84,West Virginia,L,Summer,4.0,1,PayPal,Express,1,32,Annually,High
122,19,1,Clothing,72,Virginia,M,Winter,4.2,1,Cash,Standard,1,11,Fortnightly,Medium
123,40,1,Accessories,40,Washington,L,Spring,4.8,1,Credit Card,2-Day Shipping,1,44,Fortnightly,Low
124,57,1,Clothing,89,Louisiana,L,Fall,3.1,1,Debit Card,Free Shipping,1,46,Weekly,High
125,44,1,Clothing,86,Nevada,M,Spring,3.1,1,PayPal,Next Day Air,1,50,Annually,High
126,49,1,Clothing,54,California,M,Winter,3.6,1,Cash,Next Day Air,1,45,Every 3 Months,Medium
127,43,1,Clothing,36,Mississippi,L,Spring,3.9,1,Bank Transfer,Store Pickup,1,48,Every 3 Months,Low
128,24,1,Clothing,89,Mississippi,M,Winter,4.8,1,Venmo,Next Day Air,1,26,Weekly,High
129,20,1,Accessories,32,California,M,Spring,4.7,1,Venmo,Standard,1,21,Fortnightly,Low
130,24,1,Clothing,67,Pennsylvania,XL,Summer,4.2,1,Cash,2-Day Shipping,1,49,Bi-Weekly,Medium
131,44,1,Accessories,39,Kentucky,L,Fall,3.7,1,Credit Card,Next Day Air,1,13,Fortnightly,Low
132,28,1,Clothing,29,Maine,L,Summer,3.9,1,PayPal,Standard,1,46,Weekly,Low
133,30,1,Accessories,58,New Mexico,M,Fall,4.7,1,Bank Transfer,2-Day Shipping,1,42,Weekly,Medium
134,52,1,Clothing,65,Montana,M,Winter,2.5,1,Bank Transfer,Next Day Air,1,25,Annually,Medium
135,43,1,Accessories,94,Texas,L,Fall,4.9,1,Credit Card,Store Pickup,1,25,Monthly,High
136,43,1,Footwear,81,Kansas,M,Fall,4.1,1,PayPal,Express,1,12,Quarterly,High
137,39,1,Clothing,86,South Carolina,M,Winter,3.3,1,Credit Card,Free Shipping,1,4,Quarterly,High
138,68,1,Footwear,43,Colorado,M,Spring,4.7,1,Cash,Free Shipping,1,38,Weekly,Low
139,68,1,Clothing,29,Georgia,M,Winter,4.4,1,Cash,Store Pickup,1,42,Weekly,Low
140,49,1,Outerwear,95,Florida,M,Fall,3.8,1,Debit Card,Store Pickup,1,30,Annually,High
141,63,1,Clothing,28,North Carolina,L,Fall,3.9,1,Bank Transfer,2-Day Shipping,1,50,Weekly,Low
142,56,1,Accessories,46,Virginia,M,Fall,4.9,1,PayPal,Free Shipping,1,45,Weekly,Low
143,37,1,Outerwear,58,Nebraska,L,Fall,3.1,1,PayPal,Free Shipping,1,33,Fortnightly,Medium
144,30,1,Outerwear,48,Missouri,M,Fall,2.7,1,Bank Transfer,Store Pickup,1,25,Quarterly,Medium
145,19,1,Footwear,43,New Jersey,M,Fall,3.2,1,Credit Card,Express,1,25,Monthly,Low
146,24,1,Accessories,95,Missouri,M,Fall,4.5,1,Venmo,Standard,1,44,Quarterly,High
147,52,1,Clothing,30,Colorado,S,Fall,4.0,1,Debit Card,Standard,1,21,Fortnightly,Low
148,63,1,Footwear,64,Idaho,M,Summer,3.5,1,Bank Transfer,2-Day Shipping,1,31,Fortnightly,Medium
149,37,1,Accessories,90,Wyoming,M,Fall,2.6,1,PayPal,Store Pickup,1,47,Annually,High
150,38,1,Clothing,76,Delaware,M,Summer,3.2,1,Venmo,Free Shipping,1,14,Monthly,High
151,35,1,Footwear,96,California,L,Fall,4.9,1,Bank Transfer,Standard,1,17,Every 3 Months,High
152,28,1,Accessories,47,North Dakota,L,Fall,4.5,1,Debit Card,Next Day Air,1,3,Annually,Medium
153,30,1,Clothing,85,South Carolina,S,Summer,4.3,1,PayPal,Express,1,42,Annually,High
154,69,1,Clothing,55,North Carolina,M,Winter,3.2,1,Debit Card,Standard,1,22,Annually,Medium
155,41,1,Clothing,98,Oklahoma,M,Fall,3.6,1,Debit Card,Next Day Air,1,21,Quarterly,High
156,63,1,Clothing,77,Maine,S,Spring,4.3,1,Cash,Free Shipping,1,21,Quarterly,High
157,35,1,Clothing,26,Missouri,M,Fall,4.0,1,Venmo,Standard,1,40,Annually,Low
158,36,1,Accessories,68,Vermont,S,Fall,3.0,1,Debit Card,Next Day Air,1,1,Fortnightly,Medium
159,25,1,Clothing,73,Connecticut,XL,Fall,4.1,1,Bank Transfer,Standard,1,50,Monthly,Medium
160,58,1,Accessories,27,New Hampshire,M,Fall,3.8,1,Debit Card,Store Pickup,1,39,Every 3 Months,Low
161,27,1,Accessories,23,Texas,M,Summer,4.6,1,Bank Transfer,Free Shipping,1,34,Monthly,Low
162,65,1,Accessories,49,North Dakota,M,Fall,3.0,1,Venmo,Express,1,29,Fortnightly,Medium
163,54,1,Accessories,74,California,M,Summer,3.0,1,Credit Card,Store Pickup,1,31,Bi-Weekly,High
164,54,1,Clothing,67,Virginia,M,Summer,3.4,1,PayPal,Standard,1,8,Weekly,Medium
165,59,1,Accessories,65,Delaware,S,Spring,2.6,1,Debit Card,Free Shipping,1,5,Fortnightly,Medium
166,42,1,Accessories,60,Kentucky,S,Winter,2.8,1,Credit Card,Store Pickup,1,7,Monthly,Medium
167,46,1,Footwear,31,Delaware,XL,Fall,4.0,1,Cash,Store Pickup,1,30,Monthly,Low
168,33,1,Accessories,27,Arkansas,M,Fall,4.0,1,Venmo,Express,1,14,Every 3 Months,Low
169,34,1,Footwear,80,Louisiana,M,Summer,3.0,1,Bank Transfer,Express,1,5,Fortnightly,High
170,27,1,Outerwear,30,Nevada,S,Summer,3.3,1,Credit Card,Standard,1,3,Every 3 Months,Low
171,52,1,Clothing,25,Wyoming,M,Fall,2.6,1,Venmo,Store Pickup,1,46,Bi-Weekly,Low
172,29,1,Clothing,35,Virginia,M,Summer,3.6,1,Debit Card,Store Pickup,1,4,Weekly,Low
173,54,1,Accessories,67,Nebraska,M,Summer,3.9,1,Bank Transfer,Next Day Air,1,42,Bi-Weekly,Medium
174,25,1,Accessories,46,Hawaii,M,Fall,3.4,1,PayPal,Standard,1,30,Annually,Low
175,41,1,Footwear,35,Vermont,L,Winter,3.5,1,Venmo,Express,1,37,Annually,Low
176,53,1,Outerwear,86,Oklahoma,L,Fall,2.8,1,Debit Card,Next Day Air,1,2,Annually,High
177,53,1,Accessories,81,New Hampshire,L,Spring,2.7,1,Bank Transfer,Next Day Air,1,30,Quarterly,High
178,21,1,Clothing,42,Kansas,L,Fall,3.7,1,Debit Card,Next Day Air,1,47,Monthly,Low
179,61,1,Clothing,43,Idaho,L,Fall,4.3,1,Debit Card,2-Day Shipping,1,21,Quarterly,Low
180,64,1,Footwear,31,Illinois,M,Fall,4.9,1,Debit Card,Store Pickup,1,9,Fortnightly,Low
181,51,1,Footwear,81,South Dakota,L,Fall,3.3,1,Cash,Store Pickup,1,12,Fortnightly,High
182,32,1,Clothing,61,Massachusetts,M,Summer,4.7,1,Venmo,Next Day Air,1,4,Weekly,Medium
183,38,1,Accessories,96,Alabama,XL,Summer,2.8,1,Venmo,Store Pickup,1,10,Annually,High
184,58,1,Clothing,29,Ohio,XL,Spring,3.6,1,Bank Transfer,2-Day Shipping,1,26,Weekly,Low
185,32,1,Footwear,33,Hawaii,L,Spring,3.0,1,Cash,Express,1,40,Fortnightly,Low
186,46,1,Clothing,32,Wisconsin,XL,Summer,4.5,1,Bank Transfer,Store Pickup,1,34,Fortnightly,Low
187,39,1,Accessories,56,Minnesota,S,Summer,2.9,1,Debit Card,Standard,1,31,Annually,Medium
188,19,1,Footwear,94,Georgia,S,Spring,3.3,1,Credit Card,Store Pickup,1,1,Bi-Weekly,High
189,50,1,Clothing,53,Arkansas,M,Spring,3.1,1,Credit Card,Express,1,5,Bi-Weekly,Medium
190,36,1,Clothing,82,West Virginia,M,Fall,4.4,1,Venmo,Next Day Air,1,4,Weekly,High
191,65,1,Outerwear,70,Indiana,XL,Fall,3.0,1,Venmo,Free Shipping,1,48,Quarterly,Medium
192,64,1,Accessories,76,Utah,M,Fall,3.9,1,Credit Card,Free Shipping,1,29,Every 3 Months,High
193,46,1,Footwear,29,Nebraska,L,Summer,2.9,1,Venmo,Express,1,12,Bi-Weekly,Low
194,36,1,Accessories,100,North Dakota,S,Fall,3.0,1,PayPal,Standard,1,29,Annually,High
195,51,1,Accessories,94,Missouri,M,Spring,3.1,1,Venmo,Express,1,15,Quarterly,High
196,51,1,Outerwear,25,New York,M,Fall,4.3,1,Credit Card,Free Shipping,1,34,Monthly,Low
197,38,1,Footwear,88,Washington,M,Summer,3.9,1,Cash,Next Day Air,1,41,Fortnightly,High
198,59,1,Accessories,78,South Carolina,M,Fall,3.2,1,Debit Card,2-Day Shipping,1,41,Monthly,High
199,57,1,Accessories,45,Utah,M,Winter,4.8,1,Cash,Standard,1,39,Fortnightly,Low
200,54,1,Accessories,73,Idaho,XL,Summer,3.8,1,Debit Card,Express,1,32,Weekly,Medium
201,25,1,Clothing,61,Pennsylvania,S,Summer,3.3,1,PayPal,Next Day Air,1,29,Monthly,Medium
202,69,1,Clothing,22,Missouri,S,Fall,4.3,1,Bank Transfer,Free Shipping,1,15,Annually,Low
203,57,1,Accessories,38,Nebraska,L,Spring,2.7,1,Bank Transfer,Express,1,33,Annually,Low
204,70,1,Accessories,38,Indiana,S,Fall,3.2,1,PayPal,Next Day Air,1,18,Weekly,Low
205,24,1,Footwear,100,Arizona,M,Fall,4.0,1,PayPal,Store Pickup,1,35,Bi-Weekly,High
206,67,1,Clothing,64,Hawaii,M,Winter,3.0,1,Bank Transfer,Standard,1,25,Weekly,Medium
207,24,1,Clothing,55,Wisconsin,L,Summer,4.2,1,Venmo,Free Shipping,1,6,Fortnightly,Medium
208,62,1,Accessories,91,Rhode Island,M,Summer,2.9,1,Venmo,Express,1,17,Bi-Weekly,High
209,57,1,Clothing,38,Wisconsin,M,Spring,4.1,1,Cash,Store Pickup,1,17,Monthly,Low
210,55,1,Footwear,97,Minnesota,S,Winter,3.2,1,Bank Transfer,Store Pickup,1,44,Every 3 Months,High
211,45,1,Outerwear,22,Vermont,L,Fall,3.0,1,Venmo,2-Day Shipping,1,6,Fortnightly,Low
212,69,1,Clothing,92,South Dakota,L,Fall,4.2,1,Venmo,2-Day Shipping,1,45,Fortnightly,High
213,67,1,Accessories,84,Virginia,L,Fall,4.2,1,Venmo,Express,1,7,Annually,High
214,30,1,Accessories,93,Nevada,L,Fall,4.4,1,Cash,Store Pickup,1,11,Every 3 Months,High
215,24,1,Outerwear,50,Hawaii,L,Summer,4.2,1,Cash,Next Day Air,1,41,Every 3 Months,Medium
216,62,1,Accessories,64,New Jersey,S,Spring,2.8,1,Bank Transfer,2-Day Shipping,1,24,Bi-Weekly,Medium
217,43,1,Clothing,61,Massachusetts,L,Spring,3.7,1,Cash,Free Shipping,1,21,Weekly,Medium
218,35,1,Accessories,48,Oklahoma,M,Winter,3.5,1,Venmo,Next Day Air,1,24,Annually,Medium
219,28,1,Clothing,45,California,S,Spring,2.9,1,Credit Card,Store Pickup,1,8,Quarterly,Low
220,32,1,Accessories,88,Nevada,M,Spring,3.0,1,Venmo,Free Shipping,1,12,Fortnightly,High
221,39,1,Footwear,57,Arizona,S,Spring,3.7,1,Debit Card,Express,1,48,Fortnightly,Medium
222,28,1,Accessories,68,North Carolina,XL,Summer,4.4,1,Debit Card,Store Pickup,1,6,Quarterly,Medium
223,47,1,Accessories,94,New York,XL,Spring,4.5,1,Venmo,2-Day Shipping,1,14,Fortnightly,High
224,20,1,Clothing,41,Wyoming,M,Spring,4.8,1,Venmo,Free Shipping,1,34,Annually,Low
225,63,1,Clothing,83,South Dakota,S,Summer,2.9,1,PayPal,Free Shipping,1,12,Every 3 Months,High
226,25,1,Outerwear,22,Arkansas,M,Spring,3.2,1,Debit Card,Next Day Air,1,11,Annually,Low
227,29,1,Footwear,74,Texas,L,Spring,3.3,1,Cash,Free Shipping,1,5,Monthly,High
228,50,1,Clothing,90,Rhode Island,M,Winter,4.2,1,Venmo,Standard,1,25,Fortnightly,High
229,18,1,Clothing,79,New Hampshire,M,Spring,2.9,1,Credit Card,Store Pickup,1,11,Annually,High
230,70,1,Footwear,28,Ohio,S,Spring,4.6,1,Cash,Next Day Air,1,27,Every 3 Months,Low
231,66,1,Accessories,88,Utah,L,Fall,4.1,1,Venmo,Standard,1,43,Annually,High
232,28,1,Clothing,26,Tennessee,M,Spring,3.1,1,Bank Transfer,2-Day Shipping,1,18,Every 3 Months,Low
233,54,1,Accessories,27,Hawaii,L,Winter,4.2,1,Bank Transfer,Express,1,32,Bi-Weekly,Low
234,19,1,Clothing,83,Arizona,XL,Fall,4.5,1,PayPal,Next Day Air,1,27,Every 3 Months,High
235,20,1,Accessories,39,South Dakota,S,Summer,3.7,1,PayPal,Next Day Air,1,24,Weekly,Low
236,43,1,Accessories,89,New Jersey,M,Winter,3.7,1,Cash,Free Shipping,1,31,Quarterly,High
237,38,1,Outerwear,68,North Dakota,L,Winter,3.4,1,Debit Card,Next Day Air,1,39,Fortnightly,Medium
238,50,1,Clothing,90,Iowa,M,Summer,3.0,1,Venmo,Store Pickup,1,36,Fortnightly,High
239,64,1,Clothing,34,Ohio,M,Fall,4.2,1,Debit Card,Free Shipping,1,5,Annually,Low
240,49,1,Clothing,51,Vermont,L,Summer,2.9,1,PayPal,Express,1,47,Bi-Weekly,Medium
241,47,1,Clothing,45,Montana,XL,Winter,3.5,1,Credit Card,Free Shipping,1,29,Fortnightly,Low
242,36,1,Clothing,88,Delaware,M,Winter,4.1,1,PayPal,Free Shipping,1,43,Bi-Weekly,High
243,55,1,Outerwear,85,New York,L,Summer,4.3,1,Credit Card,Store Pickup,1,40,Every 3 Months,High
244,25,1,Accessories,100,Kentucky,M,Winter,2.8,1,Credit Card,2-Day Shipping,1,4,Monthly,High
245,53,1,Accessories,42,Oregon,S,Spring,4.9,1,Debit Card,2-Day Shipping,1,39,Weekly,Low
246,49,1,Footwear,53,Rhode Island,L,Summer,3.3,1,Cash,Next Day Air,1,45,Fortnightly,Medium
247,35,1,Accessories,86,Nevada,XL,Spring,3.2,1,Credit Card,Express,1,20,Bi-Weekly,High
248,29,1,Clothing,66,Montana,XL,Spring,4.4,1,Credit Card,Standard,1,14,Weekly,Medium
